id,tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Kalimat_Alay,Kalimat_Abusive,Total_KA,Total_A,total_char,total_word,lebel,Type,apakah_ada_kata_enak
52798,dari dulu kenapa bapak w kalau ke mantan mantan w selalu mgerasa sedih ampe kepikiran dan gabisa tidur lohh?!! dan w ngerasa jadi anak yg brengsek aja gt ke laki2 :)))',0,1,0,0,0,0,0,0,0,0,0,0,"w,w,mgerasa,ampe,gabisa,w,ngerasa,yg,brengsek,aja,gt,laki2",,0,47,168,31,31,Alay,0
52799,cina perusak bangsa!! usir !! stuju??,1,0,0,1,0,1,0,0,0,0,0,1,,,0,0,37,6,6,Netral,0
52800,#2019gantipresiden scra konstitusional hak setiap rakyat woiii!! . gini nih kalo planga plongo tapi kelakuan otoriter.,1,1,1,0,0,0,0,0,1,1,0,0,"scra,gini,kalo,planga",,0,18,118,16,16,Alay,0
52801,mari kita wujudkan pilkada kota bengkulu 2018 aman dan damai.; .; .; coki_adem86 98heruâ?¦,0,0,0,0,0,0,0,0,0,0,0,0,pilkada,,0,7,90,14,14,Alay,0
52802,"mau tanya serius ini sm presiden jokowi======= knp yg ada cm islam nusantara,knp tdk ada kristen nusantara,budha,hindu bahkan kong huchu nusantara???'",0,0,0,0,0,0,0,0,0,0,0,0,"sm,knp,yg,cm,tdk,huchu",,0,17,150,21,21,Alay,0
52803,korsa: pernyataan moeldoko bukti istana takut dengan kebangkitan umat islam,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,75,10,10,Netral,0
52804,cowo yang jago drasex mana? sini ngentot sama adek - luvian',0,1,0,0,0,0,0,0,0,0,0,0,"cowo,adek",ngentot,7,8,60,11,11,Anoying,0
52805,"user kroasia itu kapir tauuu,ngapain blajar sm kapir...udh lupa sm kapling sorga??'",1,1,0,1,1,0,0,0,0,0,1,0,"user,kapir,blajar,sm,sm",,0,19,83,12,12,Alay,0
52806,user user loh bukan nya mentri suharto ada yg homo?',1,1,1,0,0,0,0,1,0,1,0,0,"user,user,loh,mentri,suharto,yg",,0,26,52,10,10,Alay,0
52807,gue tau loh bukan yang dulu yang masih culun dan cemen semua orang pasti akan berubah perlahan2 entah itu baik / buruk :)',0,0,0,0,0,0,0,0,0,0,0,0,"loh,cemen,perlahan2",culun,5,17,122,23,23,Anoying,0
52808,pada perang salib dulu itu kerajaan di afrika terbagi dua yakni babilonia pemeluk kristen dan tobaco pemeluk islam',0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,115,18,18,Netral,0
52809,"kejar setorang memang cukup bangsad, mana rupiah turun \xf0\x9f\x98\xa5'",1,1,1,0,0,0,0,0,1,1,0,0,setorang,,0,8,72,9,9,Alay,0
52810,"moga ini ada tindak lanjutnya!; ; pelaporan terhadap ?penista agama? ade armando akan dilakukan langsung oleh ketua umum fpi kh. shobri lubis ke bareskrim mabes polri, gambir, jakarta pusat pada selasa (10/4) pukul 13.00 wib.; #perhaps user;",1,0,1,0,1,0,0,0,0,1,0,0,"moga,ade,fpi,bareskrim,mabes",,0,24,241,37,37,Alay,0
52811,user user user user user user user user bangke.. hajar!!!!',1,1,1,0,0,0,0,0,1,0,0,1,"user,user,user,user,user,user,user,user",,0,32,59,10,10,Alay,0
52812,user user user .\nonta mati klo kebanyakan minum',1,0,0,1,0,0,0,0,1,0,1,0,"user,user,user,klo",,0,15,49,8,8,Alay,0
52813,url ahok tng mrka trus was-was hdpnya user user user user user user user,1,0,1,0,0,0,0,0,1,1,0,0,"url,mrka,trus,hdpnya,user,user,user,user,user,user,user",,0,45,72,14,14,Alay,0
52814,itu baru di sul teng.. !!!; ini ekses akibat tersandera hutang china !!!; #2019gantipresiden; #2019presidenbaru ; #2019tetapjokowiganti,1,0,1,0,0,0,0,0,1,1,0,0,china,,0,5,135,17,17,Alay,0
52815,"6. pride (yunani; \xe1\xbd\x99\xcf\x80\xce\xb5\xcf\x81\xce\xb7\xcf\x86\xce\xb1\xce\xbd\xce\xaf\xce\xb1-hyper\xc4\x93phania) keangkuhan/harga diri/kesombongan\ndikenal juga dengan sebutan hubris/vanity. harga diri yang tinggi dapat merubah manusia sombong, kesombongan membuat manusia terkutuk dimata tuhan.dan dapat membuat manusia mencintai dirinya sendiri-'",0,0,0,0,0,0,0,0,0,0,0,0,merubah,terkutuk,8,7,359,30,30,Anoying,0
52816,"aku bertanya tujuan pada hati\nlogikaku yg menjawab \ntapi hati tak tenang\naku bertanya pada logika \nhatiku sedih \nku cari jawaban dalam wasiat yg beliau tinggalkan. \ndan aku mulai menjadi terasing dan asing di mata manusia. \ntak apa duhai diri, ada",0,0,0,0,0,0,0,0,0,0,0,0,"yg,yg",asing,5,4,254,39,39,Anoying,0
52817,user tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era pak sby....,1,0,0,1,0,0,0,0,1,0,1,0,"user,kpk,dlm,tdk,spt",,0,16,127,22,22,Alay,0
52818,rt user: admin tolol di partai tolol\npartai tolol untuk orang tolol',1,1,0,1,0,0,0,0,1,0,1,0,,"tolol,tolol",10,0,69,11,11,Abusive,0
52819,"rt user: ayu ting ting goyang hot dekat raffi ahmad, nagita slavina: kampungan, norak url",0,1,0,0,0,0,0,0,0,0,0,0,url,,0,3,89,15,15,Alay,0
52820,video ttg tka dibuat oleh malaysia tapi mengutip pernyataan saya di user,0,0,0,0,0,0,0,0,0,0,0,0,"ttg,tka,user",,0,10,72,12,12,Alay,1
52821,ppp: jangan buru-buru tolak wacana pilkada lewatâ dprd,0,0,0,0,0,0,0,0,0,0,0,0,"pilkada,dprd",,0,11,54,8,8,Alay,0
52822,"random pagi2 ada bapak2 nyamperin ke meja kerja trus nanya ""pake bedak apa sih biar mukanya bersih, istri saya butek soalnya""\ningin ku jawab pake air wudhu tapi ku kristen.'",0,0,0,0,0,0,0,0,0,0,0,0,"pagi2,bapak2,nyamperin,trus,nanya,pake",,0,33,174,29,29,Alay,1
52823,user user ko gua kampret',0,1,0,0,0,0,0,0,0,0,0,0,"user,user,ko,gua",,0,13,25,5,5,Alay,0
52824,memek lonte pengen disodok kontol gede',0,1,0,0,0,0,0,0,0,0,0,0,pengen,"memek,lonte,kontol",16,6,39,6,6,Anoying,0
52825,jokowi aja yg mundur. user tutup. url,1,0,1,0,0,0,0,0,1,1,0,0,"aja,yg,user,url",,0,12,37,7,7,Alay,0
52826,"user ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. broo'",1,1,1,0,0,0,0,1,0,1,0,0,"user,ngomong,opo",,0,14,82,12,12,Alay,0
52827,user ada amin rasis.\nada amat dani\nada ratna si paiiit.\nada si onta.\nada si lobang anus.\njdi jngan takut wo wo..\nkehabisan obat penenang yh.',1,1,1,0,0,0,0,0,1,1,0,0,"user,si,si,si,jngan,wo",,0,17,147,21,21,Alay,0
52828,user tunggu komando imam bejat cabul user . taik beer \xf0\x9f\x8d\xba\n\nape2 bawa ulama...\ndasar banj sempak',1,1,1,0,0,0,0,1,0,1,0,0,"user,user,taik,beer",bejat,5,16,112,15,15,Anoying,0
52829,kabinet berantakan \npemecah belah persatuan hanya ad di rezim ini',1,0,0,1,0,0,0,0,1,0,1,0,ad,rezim,5,2,67,10,10,Anoying,0
52830,"dih! ngaku lebih pinter dr orang politik, ngaca dulu woyy tampang loe aja k\xc3\xa6k orang bego!!! user ckakakakak'",1,1,1,0,0,0,1,0,0,1,0,0,"ngaku,pinter,dr,ngaca,woyy,loe,aja,user",,0,32,115,18,18,Alay,0
52831,"#pdiperjuanganmenang dengan menekan perusahaan tambang dgn target proyek yang impossible, lalu dilelang murah pada antek cina. ntb contoh kasus. pdip mau menang? dasar bajingan'",1,1,0,1,0,0,0,0,1,0,1,0,"dgn,pdip",antek,5,7,177,24,24,Anoying,0
52832,user user ga caya sama mulut buaya mu bwang',1,1,1,0,0,0,0,0,1,1,0,0,"user,user,ga,caya",buaya,5,14,44,9,9,Anoying,0
52833,"2019, jika sby + prabowo menyatu melawan mega + jokowi , maka peristiwa 2004 akan terulang dimana pdip yg incumbent dikalahkan mutlak oleh sby. ; ; tp jk jkw+mega+sby melawan prabowo, mk pilpres selesai sudah. ; ; jk 3 poros di pilpres, mk salah satu lawan",0,0,0,0,0,0,0,0,0,0,0,0,"sby,pdip,yg,tp,jk,pilpres,jk",,0,22,256,46,46,Alay,0
52834,rt user user jangan kayak banci kaleng kamu gatot sering buat gaduh gentleman lah mundur siap bersaing di pemilihan presidens 2019 melawan jokowi,1,1,1,0,0,0,0,1,0,1,0,0,"user,user,presidens",banci,5,17,145,23,23,Anoying,0
52835,bebal...,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,8,1,1,Netral,0
52836,"5. yang terakhir karena indonesia negara dengan populasi muslim terbesar di dunia, yang mana islam saat ini merupakan musuh barat &amp; komunis karena dapat menghambat agenda dan kepentingan mereka.(obviously)'",0,0,0,0,0,0,0,0,0,0,0,0,,komunis,7,0,210,29,29,Abusive,0
52837,user user umuh &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,"user,user",,0,8,96,6,6,Alay,0
52838,user user buat film muslim pilih ahok mati nggak di sholatin......; dijamin laris ......,1,0,1,0,0,0,0,0,1,1,0,0,"user,user,nggak",,0,13,88,14,14,Alay,0
52839,"tapi banu banu yahudi itu tentu beda dgn banu banu kristen syriac. salah satu perbedaan ad banu yahudi tetep pake ""eloah/ elohim/ yahwe/"" sedangkan syriac sudah pake ""alah/ allah""'",0,0,0,0,0,0,0,0,0,0,0,0,"dgn,ad,tetep,pake,syriac,pake",,0,24,180,29,29,Alay,0
52840,user eh kenapa muka merah2 tu? tak dpt cendol ke? bukan la setan cuaca skrg ni panas.',0,1,0,0,0,0,0,0,0,0,0,0,"user,merah2,dpt,la,skrg,ni",setan,5,21,86,17,17,Anoying,0
52841,pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. seberulnya itu media menumpahkan sakit hati katak dan cebong. *ehe,1,1,0,1,0,0,0,0,1,0,1,0,seberulnya,,0,10,138,19,19,Alay,0
52842,"giat bhabinkamtibmas brigpol mbs sihombing pd hari ini, rabu 11 april 2018 melaks sambang desa dan tatap muka sekaligus monitoring kamtibmas menuju pilkada 2018 di desa lobusiregar i, tepatnya dirumah rudi panjaitan, helman siahaan dan hotman siahaan",0,0,0,0,0,0,0,0,0,0,0,0,"bhabinkamtibmas,brigpol,mbs,pd,melaks,monitoring,kamtibmas,pilkada,dirumah",,0,66,250,37,37,Alay,0
52843,syg bgt ya ngeliat perempuan kyk gini... gak ada status apa2 tp udah nemplok sm laki-laki sana sini. haduh....\nnagita slavina blak-blakan sebut ayu ting ting kampungan \xe2\x80\x93 viva url,0,1,0,0,0,0,0,0,0,0,0,0,"syg,bgt,ngeliat,kyk,gak,apa2,tp,udah,nemplok,sm,url",kampungan,9,41,190,29,29,Anoying,0
52844,user jgn lupa juga kang.... umat katolik dan minorutas lainnya diperhatika. gubernur untuk semua golongan bukan satu golongan.',0,0,0,0,0,0,0,0,0,0,0,0,"user,jgn,minorutas",,0,16,127,18,18,Alay,0
52845,user user user user kan ane bukan cebong udeh dibilangin dari maren masih ngeyel\nsitu maksa ane jadi cebong?',1,1,1,0,0,0,0,0,1,1,0,0,"user,user,user,user,ane,udeh,dibilangin,maren,maksa,ane",cebong,6,46,110,18,18,Anoying,0
52846,"user kelemahan gerindra itu ada di orang ini,...prabowo turun elektabilitasnya karena congor fadlizon spt durno'",1,1,1,0,0,0,0,0,1,1,0,0,"user,fadlizon,spt",congor,6,15,112,15,15,Anoying,0
52847,"selamat hari kartini, setiap kali selalu dirayakan, lalu apa maknanya kali ini ð?¤?",0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,83,13,13,Netral,0
52848,"foto memang bisu ,tpi memiliki banyak arti yg sush diartikan,sma seperti kamu susah diartikan,mau putus atau lanjut ?'",0,0,0,0,0,0,0,0,0,0,0,0,"yg,sush",bisu,4,6,118,18,18,Anoying,0
52849,user wakakakaka aku sudah mengalaminya \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 tetiba muncul grub wa a.n bani abd hadi a.k.a mbahku dan seketika aku mek kenal beberapa orang saja \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\,0,0,0,0,0,0,0,0,0,0,0,0,"user,wakakakaka,tetiba,abd",bani,4,23,249,25,25,Anoying,0
52850,"abam pres badar n nuqaba pling boekkkð???, dia ni hebat dlm bidang agama, x tkut nk tgur member sndiri, n selalu wat lawak hambar (yg pling aku ingt smpai skrg lawak dia klau org ckp jom gerak skrg dia akn gerakkn badan dia yg chubby tu)ð???,",0,0,0,0,0,0,0,0,0,0,0,0,"abam,n,pling,ni,dlm,tkut,nk,tgur,n,wat,pling,ingt,smpai,skrg,klau,org,ckp,skrg,akn,gerakkn,yg",,0,73,242,46,46,Alay,0
52851,â??seorang anak pekan telah mengilhamkan dasar ekonomi baru (deb) dan menjadi penggerak utama kepada kemajuan ekonomi luar bandar. beliau adalah allahyarham tun abdul razakâ?? - ds user #malaysiamemilih #hogohundi,0,0,0,0,0,0,0,0,0,0,0,0,"allahyarham,user",,0,15,213,29,29,Alay,0
52852,"user user hahaha sialaaan nih si user,; ; ternyata klo lg laper, ; presiden juga mau disikat sama doið???ð??½; ;",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,hahaha,si,klo,lg",,0,21,112,20,20,Alay,0
52853,"user user user mau menasehati kali supaya ga ugal2an nih rezim.. eh tapi ini negeri sdh keburu ancor..nah skrg saja ekonomi morat marit,, kacaoooooo!!'",1,0,1,0,0,0,0,0,1,1,0,0,"user,user,user,menasehati,ga,ugal2an,sdh,skrg,morat",,0,43,151,24,24,Alay,0
52854,"user aelaah silit kebeler,. ngapa dikasianin,., org makin sayang saya pak,.,\nsetelah kasus sosmed gw baru sadar bbrapa hal di seitansai kemarin.,.\ntar gw ceritain,., duuuhhh,. \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\x98\x85'",0,1,0,0,0,0,0,0,0,0,0,0,"user,aelaah,ngapa,org,sosmed,gw,bbrapa,seitansai,gw",silit,5,43,227,25,25,Anoying,1
52855,"user iya, tdi cacad'",0,0,0,0,0,0,0,0,0,0,0,0,"user,tdi",,0,7,20,4,4,Alay,0
52856,"user tahun 2019 rakyat makan aspal dan beton; ini adalah solusi jitu mengurangi kemiskinan; ; keahlian cebong hanya 1, tukang tipu !!!; cebong mah gitu, goblok nggak ketulungan. plonga plongo mengakibatkan optimisme berlebihan; ; #2019gantipresiden #",1,1,0,1,0,0,0,0,1,0,1,0,"user,mah,nggak","cebong,cebong,goblok",18,12,250,36,36,Anoying,0
52857,"user aku pernah sempat baca ttg harun yahya ini yg 'membelot' ke kubu yahudi dgn freemasonry nya...kdg suka ga percaya...""",0,0,0,0,0,0,0,0,0,0,0,0,"user,ttg,yg,dgn,freemasonry,ga",,0,25,122,20,20,Alay,0
52858,kita maju bersama ulama ; kita bergerak bersama semua tokoh agama untuk indonesia; #nderekgusmus,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,96,14,14,Netral,0
52859,user user user user user user user user user user user user user user user user user user user user user,0,0,0,0,0,0,0,0,0,0,0,0,"user,user,user,user,user,user,user,user,user,user,user,user,user,user,user,user,user,user,user,user,user",,0,84,104,21,21,Alay,0
52860,"#mukidikepedean ; pertanyaan mudah ya..; dijawab yg keras , tapi saya minta dijawab yg keras , siapa nama saya ?",0,0,0,0,0,0,0,0,0,0,0,0,"yg,minta,yg",,0,9,112,20,20,Alay,1
52861,user kemarin di hujat sekarang mengharap dasar para bani kamprey',1,1,0,1,0,0,0,0,1,0,1,0,user,bani,4,4,65,10,10,Anoying,0
52862,"user penjelasan sy bukan fitnah, silahkan dibantah user apollinaris darmawan sebut al-quran kitab sampah",1,1,0,1,1,0,0,0,0,0,1,0,"user,sy,silahkan,user",sampah,6,18,104,14,14,Anoying,0
52863,"monyet aja koloe dbilang saudra sma elo pasti ogah, hdupmu kok gini amat ya.. toe hati apa comberan? user'",1,1,1,0,0,0,0,0,1,1,0,0,"aja,dbilang,saudra,sma,elo,hdupmu,gini,toe",monyet,6,35,106,19,19,Anoying,0
52864,body lufra/ scrub dg bhn dasar lidah buaya utk mlembabkn kulit &amp; lbh bcahaya info: 087812026394 #bmi',0,0,0,0,0,0,0,0,0,0,0,0,"dg,bhn,utk,mlembabkn,lbh,bcahaya",buaya,5,27,105,17,17,Anoying,0
52865,user tak punya cacat di masa lalu krn blum bermasa lalu',0,0,0,0,0,0,0,0,0,0,0,0,"user,krn,blum",cacat,5,11,56,11,11,Anoying,0
52866,user user jangan2 penganut bumi datar juga? \xf0\x9f\x98\x9d\nsoalnya teori bumi bulat kan dari orang asing yg notabane musuh mereka.',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,jangan2,yg,notabane",asing,5,25,134,19,19,Anoying,0
52867,"becak warga binjai hendak disita karena gunakan tenda bertuliskan #2019gantipresiden, pks meradang; ; bukti pemerintah panik dan takut?; ;",1,0,0,1,0,0,0,0,1,0,1,0,pks,,0,3,138,19,19,Alay,0
52868,lebih baik jokowi mundur..,1,0,1,0,0,0,0,0,1,1,0,0,,,0,0,26,4,4,Netral,0
52869,munas alim ulama ppp di semarang. menghasilkan lima rekomendasi syarat dan kriteria-kriteria bagi calon wakil presiden yang akan mendampingi bpk jokowi di 2019 mendatang. #romahurmuziy,0,0,0,0,0,0,0,0,0,0,0,0,"munas,bpk",,0,8,184,25,25,Alay,0
52870,user luar biasa pencerahan nya.. saya merasa gagal sebagai anak ekonomi.. wkwk,0,0,0,0,0,0,0,0,0,0,0,0,user,,0,4,78,12,12,Alay,1
52871,"user user user user kafan berasal dari budaya yahudi, kenapa umat islam mengklaim ?'",0,0,0,0,0,0,0,0,0,0,0,0,"user,user,user,user",,0,16,84,14,14,Alay,0
52872,oleh rezim skrg atas kendali negara cina komunis yg mjd patron tunggal rezim anti islam ( jokowi ),1,0,0,1,1,1,0,0,0,0,1,0,"skrg,yg,mjd","rezim,komunis,rezim",17,9,98,18,18,Anoying,0
52873,user user itu tanda nya mau pilkada n pilpres,0,0,0,0,0,0,0,0,0,0,0,0,"user,user,pilkada,n,pilpres",,0,23,45,9,9,Alay,0
52874,misi4: membangun masyarakat yang gotong royong toleran dan harmoni selaras nilai budaya jawa barat yang luhur #no3jabarasyik #asyikm3nang,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,137,18,18,Netral,0
52875,ketabahan pasangan en taufiq dan puan nurliyana yang wajar dicontohi.. jom kita beri sumbangan untuk meringankan beban pasangan ini... come on twitter do your things! ; ; bsn - 0510541000096745 ; bank islam - 05058020145124 ; (nurliyana bte abdul raziff) ;,0,0,0,0,0,0,0,0,0,0,0,0,"en,taufiq,bsn,bte",,0,14,256,41,41,Alay,0
52876,"user apaansi tai baru gt doang belagunya udah selangit. ga inget ada karma? ntar bbrp taun lagi kalo idol lu flop, gua ketawa paling keras.'",1,1,1,0,0,0,0,0,1,1,0,0,"user,apaansi,gt,belagunya,udah,ga,inget,ntar,bbrp,taun,kalo,lu,gua,ketawa",tai,3,60,140,25,25,Anoying,0
52877,user user celeng kgn gw y',0,1,0,0,0,0,0,0,0,0,0,0,"user,user,kgn,gw",celeng,6,13,26,6,6,Anoying,0
52878,"#teranginegeri dengan budaya , yuk pada visit ke purwokerto ,mumpung ada even rakyat.; .; #purwokerto; #extravaganzabanyumas",0,0,0,0,0,0,0,0,0,0,0,0,visit,,0,5,124,16,16,Alay,0
52879,"presiden itu punya dana taktis, dia bisa menggunakan untuk kepentingan rakyatnya di luar program2 pemerintah yang sudah ada. soal program banyak sekali: ada pembangunan infrastruktur, kip, kis, sertifikat tanah, perhutanan sosial, bbm 1 harga, padat karya,",0,0,0,0,0,0,0,0,0,0,0,0,"program2,bbm",,0,11,256,36,36,Alay,0
52880,user aamiin ya allah :(((\ntimnya kinan aja sampai pelatihan ular karena dia dapat di rawa-rawa. aku dapatnya di sungai gede gt dan musuhnya buaya wkwkw',0,0,0,0,0,0,0,0,0,0,0,0,"user,aamiin,aja,gt",buaya,5,15,153,25,25,Anoying,0
52881,user user maju kamu ngatain mama aku bolot',1,1,1,0,0,0,0,0,1,1,0,0,"user,user,ngatain",,0,15,43,8,8,Alay,0
52882,"grombolan kadal jidat gosong,mmg bgtu, sukanya ribut tapi klo grombolanya yg salah pura2 budek..dasar grombolan cingkrang url",1,1,0,1,0,0,1,0,0,0,1,0,"grombolan,klo,grombolanya,yg,pura2,grombolan,url",,0,42,125,17,17,Alay,0
52883,user user user segitu gentarnya dia takut terhadap kafir...\xf0\x9f\x98\x81',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,user,segitu",,0,18,76,9,9,Alay,0
52884,rt user user betul padahal saracen juga siapa sehingga akun yang kritis dianggap saracen kan aneh jokowi,1,0,1,0,0,0,0,0,1,1,0,0,"user,user",,0,8,104,17,17,Alay,0
52885,user siapa bego lu bukan tmn gua najis dah kesel sendiri gue',1,1,1,0,0,0,0,0,1,1,0,0,"user,lu,tmn,gua,dah,kesel","bego,najis",9,20,61,12,12,Anoying,0
52886,user user kafir kristen selalu buat ulah,1,1,0,1,1,0,0,0,0,0,1,0,"user,user",kafir,5,8,40,7,7,Anoying,0
52887,"user tau dong, bau baunya udh keciri ini sipit buluq'",1,1,1,0,0,1,0,0,0,1,0,0,"user,udh",sipit,5,7,53,10,10,Anoying,0
52888,"user kayak memegang, bukan mucikari'",0,0,0,0,0,0,0,0,0,0,0,0,user,,0,4,36,5,5,Alay,0
52889,"guru tk dharma wanita persatuan desa plumbon porong deklarasi anti hoax ,ujaran kebencian, issu sarah dan mendukung pilkada damai",0,0,0,0,0,0,0,0,0,0,0,0,"dharma,hoax,issu,pilkada",,0,21,129,19,19,Alay,0
52890,user anjir serem maennya begituan \xf0\x9f\x98\x82\xf0\x9f\x91\x8c',0,1,0,0,0,0,0,0,0,0,0,0,"user,serem,maennya",anjir,5,16,67,6,6,Anoying,0
52891,user kayaknya bisa? atau cuma bank tertentu? bilang aja mau jual uang asing/tukar ke rupiah',0,0,0,0,0,0,0,0,0,0,0,0,"user,aja",,0,7,92,15,15,Alay,0
52892,user user user user onta yaman ni\n\nsetahun lagi gua deportasi loe',1,1,1,0,0,0,0,0,1,0,0,1,"user,user,user,user,gua",onta,4,19,68,11,11,Anoying,0
52893,hati-hati berita pilkada yang berbau hoax #madiun #madiuntoday #100thmadiun #kotakarismatikmadiun #tolakcukaiilegal; kunjungi juga,0,0,0,0,0,0,0,0,0,0,0,0,"pilkada,hoax",,0,11,130,13,13,Alay,0
52894,user anak cocot ya ini user',1,1,1,0,0,0,0,0,1,1,0,0,user,cocot,5,4,28,6,6,Anoying,0
52895,user \xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88\xf0\x9f\x99\x88udah ketauan hoax ya fahri mangkanye klu ambil berite tuyg update jangan dari tong sampah diambil terus di ss taunya berit udah,1,0,1,0,0,0,0,0,1,1,0,0,"user,ketauan,hoax,mangkanye,klu,berite,update,ss,berit,udah",sampah,6,50,244,23,23,Anoying,0
52896,mantaaap dm dekat sama banser bang user,0,0,0,0,0,0,0,0,0,0,0,0,"mantaaap,dm,banser,user",,0,20,39,7,7,Alay,0
52897,"ternyata ada lebah yg gak suka bunga, tapi makan bangkai. gw penasaran madu nya kaya gimana \xf0\x9f\xa4\x94'",0,0,0,0,0,0,0,0,0,0,0,0,"yg,gak,gw,kaya,gimana",,0,17,109,17,17,Alay,0
52898,user user pantas indonesia mundur dalam segala bentuk,1,0,1,0,0,0,0,0,1,1,0,0,"user,user,segala",,0,14,53,8,8,Alay,0
52899,user user user user naahh yg dongo yg bilang hekell hahaha',0,1,0,0,0,0,0,0,0,0,0,0,"user,user,user,user,naahh,yg,dongo,yg,hekell",,0,36,59,11,11,Alay,0
52900,user user user user hahahaha blunder lu cebong... yg gak ngasih tuh pem. pusat dengan alasan ham... kalau rakyat aceh ya mau kali pun.. cobak kau datangi pemerintah bilang suruh buat hukum islam kaffah di aceh... klau dpr a,1,1,1,0,0,0,0,0,1,1,0,0,"user,user,user,user,hahahaha,lu,yg,gak,ngasih,tuh,cobak,kau,klau,dpr",,0,55,223,39,39,Alay,0
52901,bangsad gua dah nyelem ampe bawah2 balik lgi ke atas!1!',0,1,0,0,0,0,0,0,0,0,0,0,"bangsad,gua,dah,nyelem,ampe,bawah2,lgi",,0,32,56,10,10,Alay,0
52902,saya tak bisa dipancing-pancing dgn urusan penistaan atau bukan. saya hanya berbicara pemahaman saya ttg fiksi dan kitab suci.,0,0,0,0,0,0,0,0,0,0,0,0,"dgn,ttg",,0,6,126,19,19,Alay,1
52903,user user user user cebong kacung itu kt temen gw dungunya sampe ke tulang sum2..jd jgn buang2 energi debat sm mereka..\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,"user,user,user,user,kt,temen,gw,sampe,jgn,buang2,sm",cebong,6,41,136,21,21,Anoying,0
52904,user partai korupsi sapi......goblog...',1,1,0,1,0,0,0,0,1,0,1,0,user,,0,4,40,4,4,Alay,0
52905,"signal kntl !! pemeliharaan apalagi ini ? niat gak sih ? login twitter doank susah amat, gmn mau open redtube ? cetan !! user'",1,1,0,1,0,0,0,1,0,0,1,0,"signal,kntl,gak,doank,gmn,cetan",,0,26,126,24,24,Alay,0
52906,user user matane aku moh aku kafir wkwkwk',0,0,0,0,0,0,0,0,0,0,0,0,"user,user,matane,moh",kafir,5,17,42,8,8,Anoying,0
52907,user jadi inget fesbuk anjir lupa aku',0,1,0,0,0,0,0,0,0,0,0,0,"user,inget,fesbuk",anjir,5,15,38,7,7,Anoying,0
52908,"user kalo aing sih bakal bilang ""hilih kntl""'",0,1,0,0,0,0,0,0,0,0,0,0,"user,kalo,aing",,0,12,45,8,8,Alay,0
52909,"nikita mirzani udah pake hijab, yg masih ngomong cebang cebong udah pernah fantasiin doi belom? uh ah!! #cokorers'",1,1,1,0,0,0,0,0,1,1,0,0,"udah,pake,yg,ngomong,udah,fantasiin,doi",cebong,6,33,114,18,18,Anoying,0
52910,"user tatapannya dialihkan ke arah lain, enggan menatap pria mencurigakan itu. lagipula, siapa yang pertama kali membuat gaduh suasana? jika angie tidak menemukan ada seorang pria asing yang tidur di sofanya, kejadian seperti ini tidak akan terjadi.",0,0,0,0,0,0,0,0,0,0,0,0,user,asing,5,4,248,37,37,Anoying,0
52911,lahir dan berkembangnya gerakan komunis di indonesia tidak dapat dipisahkan dari sebuah organisasi yg bernama isdv',0,0,0,0,0,0,0,0,0,0,0,0,yg,komunis,7,2,115,16,16,Anoying,0
